"art_id","r_X","r_rating","review","pID","r_cond","r_word_cnt","r_funct","r_pronoun","r_ppron","r_i","r_we","r_you","r_shehe","r_they","r_ipron","r_article","r_verb","r_auxverb","r_past","r_present","r_future","r_adverb","r_preps","r_conj","r_negate","r_quant","r_number","r_swear","r_social","r_family","r_friend","r_humans","r_affect","r_posemo","r_negemo","r_anx","r_anger","r_sad","r_cogmech","r_insight","r_cause","r_discrep","r_tentat","r_certain","r_inhib","r_incl","r_excl","r_percept","r_see","r_hear","r_feel","r_bio","r_body","r_health","r_sexual","r_ingest","r_relativ","r_motion","r_space","r_time","r_work","r_achieve","r_leisure","r_home","r_money","r_relig","r_death","r_assent","r_nonfl","r_filler","d_headline","d_norm","d_abstract","d_word_cnt","d_funct","d_pronoun","d_ppron","d_i","d_we","d_you","d_shehe","d_they","d_ipron","d_article","d_verb","d_auxverb","d_past","d_present","d_future","d_adverb","d_preps","d_conj","d_negate","d_quant","d_number","d_swear","d_social","d_family","d_friend","d_humans","d_affect","d_posemo","d_negemo","d_anx","d_anger","d_sad","d_cogmech","d_insight","d_cause","d_discrep","d_tentat","d_certain","d_inhib","d_incl","d_excl","d_percept","d_see","d_hear","d_feel","d_bio","d_body","d_health","d_sexual","d_ingest","d_relativ","d_motion","d_space","d_time","d_work","d_achieve","d_leisure","d_home","d_money","d_relig","d_death","d_assent","d_nonfl","d_filler"
84,NA,4,"This goes out to all my future organ donors out there- take care of yourselves so you can potentially save a life in the future!","DP509","FACEBOOK",25,56,12,8,4,0,4,0,0,4,8,16,4,0,16,0,8,20,4,0,4,0,0,4,0,0,0,8,8,0,0,0,0,16,0,0,0,0,4,4,8,0,0,0,0,0,4,0,4,0,0,24,4,12,8,0,4,0,0,0,0,0,0,0,0,"Transplant Centers Struggle With Donors' Obesity","Transplant Centers Struggle With Donors' Obesity Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.","Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.",30,36.67,3.33,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0,3.33,0,0,16.67,3.33,0,3.33,3.33,0,3.33,0,0,0,6.67,0,6.67,3.33,0,0,13.33,0,6.67,0,0,0,0,6.67,0,3.33,0,0,3.33,13.33,3.33,6.67,0,10,6.67,3.33,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0
84,NA,1,"Yo, I don't know what it is about the news and obesity. i keep seeing these ads just bringing obese people down. This one is actually on point though. Who would want a fatty malfunctioning kidney?","DP616","FRIEND",37,54.05,18.92,5.41,5.41,0,0,0,0,13.51,5.41,16.22,8.11,0,13.51,2.7,10.81,8.11,5.41,0,0,2.7,0,5.41,0,0,2.7,0,0,0,0,0,0,18.92,2.7,0,5.41,0,0,2.7,2.7,2.7,2.7,2.7,0,0,10.81,5.41,8.11,0,8.11,10.81,2.7,8.11,0,0,0,0,0,0,0,0,0,0,0,"Transplant Centers Struggle With Donors' Obesity","Transplant Centers Struggle With Donors' Obesity Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.","Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.",30,36.67,3.33,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0,3.33,0,0,16.67,3.33,0,3.33,3.33,0,3.33,0,0,0,6.67,0,6.67,3.33,0,0,13.33,0,6.67,0,0,0,0,6.67,0,3.33,0,0,3.33,13.33,3.33,6.67,0,10,6.67,3.33,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0
84,NA,1,"Look - another reason why obesity is such a big problem in America! Apparently, people who are suffering from obesity cannot donate organs. ","DP426","FRIEND",22,45.45,4.55,0,0,0,0,0,0,4.55,4.55,18.18,13.64,0,18.18,0,9.09,9.09,0,4.55,4.55,0,0,9.09,0,0,4.55,9.09,0,9.09,0,0,4.55,18.18,4.55,9.09,4.55,4.55,0,0,0,0,4.55,4.55,0,0,9.09,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,0,4.55,0,0,0,0,0,"Transplant Centers Struggle With Donors' Obesity","Transplant Centers Struggle With Donors' Obesity Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.","Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.",30,36.67,3.33,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0,3.33,0,0,16.67,3.33,0,3.33,3.33,0,3.33,0,0,0,6.67,0,6.67,3.33,0,0,13.33,0,6.67,0,0,0,0,6.67,0,3.33,0,0,3.33,13.33,3.33,6.67,0,10,6.67,3.33,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0
84,NA,3,"Wow. Who would have thought. Obesity is such a sad inexcusable problem in our society, and has way more negative effects than we would have thought.","DP701","FACEBOOK",26,61.54,11.54,7.69,0,7.69,0,0,0,3.85,3.85,30.77,23.08,7.69,15.38,7.69,3.85,7.69,3.85,3.85,3.85,0,0,15.38,0,0,3.85,11.54,3.85,7.69,0,0,3.85,30.77,11.54,3.85,11.54,0,0,0,7.69,0,0,0,0,0,3.85,0,3.85,0,3.85,7.69,0,3.85,0,0,3.85,0,0,0,0,0,0,0,0,"Transplant Centers Struggle With Donors' Obesity","Transplant Centers Struggle With Donors' Obesity Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.","Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.",30,36.67,3.33,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0,3.33,0,0,16.67,3.33,0,3.33,3.33,0,3.33,0,0,0,6.67,0,6.67,3.33,0,0,13.33,0,6.67,0,0,0,0,6.67,0,3.33,0,0,3.33,13.33,3.33,6.67,0,10,6.67,3.33,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0
84,NA,4,"This is kind of sad. I mean the fat in the organs of bigger people can make them unable to donate organs. That can cause a real problem if America keeps getting fatter. ","DP157","FRIEND",33,45.45,12.12,6.06,3.03,0,0,0,3.03,6.06,9.09,18.18,9.09,0,18.18,0,0,12.12,3.03,0,0,0,0,6.06,0,0,3.03,6.06,0,6.06,0,0,3.03,21.21,3.03,6.06,6.06,3.03,3.03,3.03,0,3.03,0,0,0,0,6.06,6.06,6.06,0,6.06,6.06,0,6.06,0,0,3.03,0,0,3.03,0,0,0,0,0,"Transplant Centers Struggle With Donors' Obesity","Transplant Centers Struggle With Donors' Obesity Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.","Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.",30,36.67,3.33,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0,3.33,0,0,16.67,3.33,0,3.33,3.33,0,3.33,0,0,0,6.67,0,6.67,3.33,0,0,13.33,0,6.67,0,0,0,0,6.67,0,3.33,0,0,3.33,13.33,3.33,6.67,0,10,6.67,3.33,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0
84,NA,1,"I had never considered this... I guess that'll be your constant motivation to keep fit- I might need a kidney from you someday!","DP33","FRIEND",24,58.33,29.17,20.83,12.5,0,8.33,0,0,8.33,4.17,25,12.5,4.17,12.5,4.17,0,8.33,0,4.17,0,0,0,8.33,0,0,0,0,0,0,0,0,0,29.17,8.33,4.17,4.17,8.33,4.17,4.17,0,0,0,0,0,0,4.17,4.17,0,0,0,12.5,0,4.17,8.33,4.17,4.17,0,0,0,0,0,0,0,0,"Transplant Centers Struggle With Donors' Obesity","Transplant Centers Struggle With Donors' Obesity Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.","Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.",30,36.67,3.33,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0,3.33,0,0,16.67,3.33,0,3.33,3.33,0,3.33,0,0,0,6.67,0,6.67,3.33,0,0,13.33,0,6.67,0,0,0,0,6.67,0,3.33,0,0,3.33,13.33,3.33,6.67,0,10,6.67,3.33,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0
84,NA,1,"Have you ever thought about donating your organs? Well if you're obese, chances are your organs are ineligible for donation.","DP111","FACEBOOK",21,57.14,19.05,19.05,0,0,19.05,0,0,0,0,19.05,14.29,4.76,14.29,0,14.29,9.52,4.76,0,0,0,0,19.05,0,0,0,4.76,4.76,0,0,0,0,14.29,4.76,0,4.76,4.76,4.76,0,0,4.76,0,0,0,0,4.76,0,4.76,0,4.76,4.76,0,0,4.76,0,0,0,0,9.52,0,0,0,4.76,0,"Transplant Centers Struggle With Donors' Obesity","Transplant Centers Struggle With Donors' Obesity Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.","Add one more unexpected consequence of Americans' expanding waistlines: A growing number of potential organ donors are ineligible to donate because of their weight.",30,36.67,3.33,3.33,0,0,0,0,3.33,0,3.33,3.33,3.33,0,3.33,0,0,16.67,3.33,0,3.33,3.33,0,3.33,0,0,0,6.67,0,6.67,3.33,0,0,13.33,0,6.67,0,0,0,0,6.67,0,3.33,0,0,3.33,13.33,3.33,6.67,0,10,6.67,3.33,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0
99,NA,2,"So I really wanted to read this despite the cilckbait title. Why is it that grandmothers always have some weird culinary edge?","DP78","FRIEND",22,54.55,18.18,4.55,4.55,0,0,0,0,13.64,4.55,13.64,9.09,4.55,9.09,0,9.09,9.09,4.55,0,4.55,0,0,4.55,4.55,0,0,4.55,0,4.55,0,0,0,22.73,0,4.55,4.55,4.55,4.55,0,0,4.55,4.55,0,0,4.55,0,0,0,0,0,9.09,0,4.55,4.55,4.55,0,4.55,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"This is a beautiful story about how food brings a family together, and the joy of cooking with the older generation.","DP410","FACEBOOK",21,52.38,4.76,0,0,0,0,0,0,4.76,19.05,9.52,4.76,0,9.52,0,9.52,14.29,9.52,0,0,0,0,9.52,4.76,0,0,9.52,9.52,0,0,0,0,19.05,0,4.76,0,0,0,0,9.52,0,4.76,4.76,0,0,9.52,0,0,0,9.52,19.05,4.76,4.76,9.52,0,0,9.52,4.76,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"Have you seen this? I thought it was pretty cool to hear about and relate weight loss to a personal story.","DP210","FRIEND",21,52.38,19.05,9.52,4.76,0,4.76,0,0,9.52,4.76,23.81,9.52,14.29,9.52,0,4.76,14.29,4.76,0,0,0,0,19.05,0,0,0,19.05,9.52,4.76,0,0,4.76,23.81,9.52,0,0,4.76,0,0,4.76,0,19.05,4.76,4.76,9.52,4.76,0,0,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,4.76,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,2,"Hey! This is a cool article about the different eating habits of people even within the same family. ","DP350","FRIEND",18,55.56,5.56,0,0,0,0,0,0,5.56,16.67,5.56,5.56,0,5.56,0,11.11,16.67,0,0,5.56,0,0,16.67,5.56,0,5.56,5.56,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,5.56,0,0,5.56,5.56,0,0,0,5.56,5.56,0,5.56,0,0,0,5.56,5.56,0,0,0,5.56,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,4,"Thought you would really find this interesting, it brings up a lot of points about how your environment affects your health etc. and how you're really shaped by that","DP381","FRIEND",30,66.67,23.33,13.33,0,0,13.33,0,0,10,3.33,10,3.33,3.33,3.33,3.33,16.67,13.33,10,0,6.67,0,0,13.33,0,0,0,3.33,3.33,0,0,0,0,33.33,6.67,10,3.33,3.33,0,0,3.33,6.67,0,0,0,0,3.33,0,3.33,0,0,13.33,3.33,10,0,0,0,0,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"This sounds interesting. Maybe you will think so too.
















































","DP248","FRIEND",9,66.67,22.22,11.11,0,0,11.11,0,0,11.11,0,22.22,11.11,0,11.11,11.11,33.33,0,11.11,0,0,0,0,11.11,0,0,0,11.11,11.11,0,0,0,0,22.22,11.11,0,0,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"This is a fascinating take on the difference between paradigms surrounding food and our attitudes depending on where we are. ","DP33","FACEBOOK",20,65,15,10,0,10,0,0,0,5,10,15,10,0,15,0,5,15,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,20,0,5,0,5,0,0,10,0,0,0,0,0,5,0,0,0,5,20,0,20,0,0,0,0,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,3,"Heyy everybody! You gotta love grandma's kitchen right? She always has the best food (and lots of it!).","DP50","FACEBOOK",19,52.63,21.05,10.53,0,0,5.26,5.26,0,10.53,5.26,15.79,10.53,0,10.53,5.26,0,5.26,5.26,0,10.53,0,0,26.32,5.26,0,0,10.53,10.53,0,0,0,0,21.05,0,0,0,5.26,10.53,0,5.26,0,0,0,0,0,15.79,0,0,5.26,10.53,10.53,0,5.26,5.26,0,5.26,0,5.26,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,3,"Ive been struggling with losing weight all of my life and its so hard to do it when the people around you dont care","DP21","FACEBOOK",24,70.83,20.83,12.5,8.33,0,4.17,0,0,8.33,4.17,20.83,16.67,4.17,16.67,0,12.5,16.67,12.5,4.17,4.17,0,0,8.33,0,0,4.17,12.5,4.17,8.33,4.17,0,4.17,16.67,0,0,0,0,4.17,0,12.5,0,8.33,0,0,8.33,8.33,0,4.17,0,4.17,8.33,0,4.17,4.17,0,4.17,0,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"My dad was trying to become Mr Pennsylvania, so the only time I got to be the kid with the ice cream was at my grandparents'.","DP259","FACEBOOK",26,61.54,11.54,11.54,11.54,0,0,0,0,0,11.54,19.23,15.38,11.54,3.85,0,7.69,15.38,3.85,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,0,0,7.69,3.85,0,0,0,0,0,3.85,0,3.85,3.85,0,0,0,0,0,0,0,7.69,0,3.85,3.85,0,3.85,0,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"his is a food article about how style in the kitchen can help you when your eating different foods. ","DP808","FRIEND",19,57.89,15.79,15.79,0,0,10.53,5.26,0,0,10.53,10.53,10.53,0,10.53,0,15.79,10.53,10.53,0,0,0,0,21.05,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,21.05,0,0,0,21.05,10.53,0,5.26,5.26,0,0,0,5.26,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,2,"Thought you might enjoy this/be interested in slow carb-ifying a few of the recipes. It all sounds amazing but y'know, full of sugar and carbs.","DP757","FRIEND",28,53.57,10.71,3.57,0,0,3.57,0,0,7.14,7.14,14.29,7.14,3.57,3.57,3.57,0,10.71,7.14,0,10.71,0,0,3.57,0,0,0,10.71,10.71,0,0,0,0,21.43,7.14,0,0,3.57,3.57,0,3.57,3.57,7.14,0,3.57,0,3.57,0,0,0,3.57,10.71,0,7.14,3.57,0,0,0,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"Who are your cooking idols and why? My grandma always burnt everything (fish, grilled cheese), but it usually still tasted great.","DP414","FACEBOOK",21,47.62,23.81,9.52,4.76,0,4.76,0,0,14.29,0,4.76,4.76,0,4.76,0,9.52,0,9.52,0,0,0,0,19.05,4.76,0,0,4.76,4.76,0,0,0,0,28.57,0,4.76,0,4.76,9.52,0,4.76,4.76,4.76,0,0,0,9.52,0,0,0,9.52,14.29,0,0,14.29,0,0,4.76,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,3,"its amazing how different families eat differently and it affects their childhood growing up. my grammy always makes the best food","DP362","FRIEND",21,42.86,19.05,9.52,4.76,0,0,0,4.76,9.52,4.76,4.76,0,0,4.76,0,4.76,4.76,9.52,0,4.76,0,0,9.52,4.76,0,0,9.52,9.52,0,0,0,0,23.81,0,14.29,0,0,4.76,0,4.76,0,0,0,0,0,9.52,0,0,0,9.52,19.05,4.76,4.76,9.52,0,4.76,4.76,4.76,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,1,"Well if this was about our family, it would be ruled on our mother's dieting endeavors. But where would the other kitchen be?
","DP332","FRIEND",24,70.83,20.83,8.33,0,8.33,0,0,0,12.5,4.17,20.83,20.83,4.17,0,8.33,12.5,8.33,8.33,0,0,0,0,16.67,8.33,0,0,4.17,4.17,0,0,0,0,16.67,0,0,12.5,4.17,0,0,0,8.33,0,0,0,0,8.33,0,0,0,8.33,8.33,0,8.33,0,0,4.17,4.17,8.33,0,0,0,0,4.17,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
99,NA,3,"Way back when, people weren't ridiculously concerned with their diets. They also didn't have as much processed crap.","DP34","FACEBOOK",20,45,10,10,0,0,0,0,10,0,0,5,5,0,5,0,15,10,15,0,5,0,5,15,0,0,5,15,0,10,0,10,0,5,0,0,0,0,0,0,5,0,0,0,0,0,10,5,0,0,5,15,0,0,10,0,0,0,0,0,0,0,0,0,0,"Love and Food in Beauty's Kitchen","Love and Food in Beauty's Kitchen Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.","Throughout my childhood, my family life was ruled by my father's weight loss struggles. But everything was different in my grandmother's kitchen.",31,41.94,16.13,12.9,12.9,0,0,0,0,3.23,0,9.68,6.45,6.45,3.23,0,0,12.9,6.45,0,0,0,0,16.13,9.68,0,0,12.9,6.45,6.45,3.23,0,3.23,9.68,0,0,0,0,3.23,0,3.23,3.23,6.45,3.23,0,3.23,19.35,0,3.23,3.23,12.9,9.68,0,6.45,3.23,0,3.23,3.23,9.68,0,0,0,0,0,0
